antecedents,consequents,support,confidence,lift,leverage,conviction
"bcp_images, score_faible","indispo, note_haute",0.1145,0.7316,3.7621,0.0841,3.0009
"note_haute, peu_images, score_bon",prix_budget,0.0591,0.7314,1.9502,0.0288,2.3269
"bcp_variants, score_bon","bcp_images, sans_promo",0.1635,0.7314,1.5914,0.0608,2.012
"en_promo, peu_variants","dispo, score_bon",0.0979,0.731,1.8489,0.045,2.2479
"indispo, prix_premium, score_faible","bcp_variants, sans_promo",0.0878,0.7308,2.0284,0.0445,2.3761
"indispo, note_haute, prix_premium, score_faible",bcp_variants,0.0878,0.7308,1.2527,0.0177,1.5475
"indispo, prix_premium, score_faible",bcp_variants,0.0878,0.7308,1.2527,0.0177,1.5475
"indispo, prix_premium, score_faible","bcp_variants, note_haute",0.0878,0.7308,1.8461,0.0402,2.244
"indispo, note_haute, prix_premium, score_faible","bcp_variants, sans_promo",0.0878,0.7308,2.0284,0.0445,2.3761
"indispo, prix_premium, score_faible","bcp_variants, note_haute, sans_promo",0.0878,0.7308,2.8404,0.0569,2.7587
"bcp_images, prix_budget","en_promo, note_haute",0.1353,0.7307,3.1201,0.092,2.8435
"bcp_images, bcp_variants, en_promo, note_moyenne",score_excellent,0.06,0.7303,2.9666,0.0398,2.7954
"bcp_images, bcp_variants, en_promo, note_moyenne","dispo, score_excellent",0.06,0.7303,2.9666,0.0398,2.7954
"bcp_images, peu_variants, sans_promo",score_bon,0.0887,0.73,1.603,0.0334,2.0172
"bcp_images, peu_variants, sans_promo","dispo, score_bon",0.0887,0.73,1.8464,0.0407,2.2396
"bcp_variants, indispo, note_haute","bcp_images, prix_premium",0.1012,0.73,2.424,0.0594,2.5883
"note_haute, prix_budget, score_excellent","bcp_images, dispo, en_promo",0.0711,0.7299,3.1603,0.0486,2.8468
"note_haute, prix_budget, score_excellent","bcp_images, en_promo",0.0711,0.7299,2.6557,0.0443,2.6844
"dispo, note_haute, prix_budget, score_excellent","bcp_images, en_promo",0.0711,0.7299,2.6557,0.0443,2.6844
score_excellent,en_promo,0.1797,0.7298,2.0441,0.0918,2.3798
score_excellent,"dispo, en_promo",0.1797,0.7298,2.5161,0.1083,2.6277
"dispo, score_excellent",en_promo,0.1797,0.7298,2.0441,0.0918,2.3798
"en_promo, note_haute, peu_variants",score_bon,0.0697,0.7295,1.6017,0.0262,2.013
"en_promo, note_moyenne","dispo, prix_mid",0.0896,0.7293,3.4177,0.0634,2.9061
prix_premium,bcp_variants,0.2513,0.7292,1.25,0.0503,1.5386
"bcp_variants, prix_budget, score_excellent","bcp_images, dispo, en_promo",0.0721,0.729,3.1564,0.0492,2.8375
"bcp_variants, prix_budget, score_excellent","bcp_images, en_promo",0.0721,0.729,2.6525,0.0449,2.6756
"bcp_variants, dispo, prix_budget, score_excellent","bcp_images, en_promo",0.0721,0.729,2.6525,0.0449,2.6756
"note_haute, prix_premium, sans_promo",bcp_variants,0.2083,0.7286,1.2489,0.0415,1.5351
"bcp_images, prix_premium","bcp_variants, sans_promo",0.2194,0.7285,2.0221,0.1109,2.3565
"dispo, note_moyenne, prix_mid, sans_promo, score_bon",bcp_variants,0.0508,0.7285,1.2487,0.0101,1.5344
"prix_mid, score_bon","bcp_images, note_moyenne",0.1127,0.7284,3.0151,0.0753,2.792
"bcp_images, note_haute, sans_promo",bcp_variants,0.2411,0.728,1.248,0.0479,1.5319
"bcp_variants, score_faible","note_haute, prix_premium, sans_promo",0.0878,0.728,2.5461,0.0533,2.625
"bcp_variants, score_faible",prix_premium,0.0878,0.728,2.1127,0.0462,2.4094
"bcp_variants, score_faible","prix_premium, sans_promo",0.0878,0.728,2.4025,0.0512,2.5622
"bcp_variants, score_faible","indispo, note_haute, prix_premium, sans_promo",0.0878,0.728,5.9699,0.0731,3.2278
"bcp_variants, indispo, score_faible",prix_premium,0.0878,0.728,2.1127,0.0462,2.4094
"bcp_variants, score_faible","indispo, prix_premium",0.0878,0.728,5.3245,0.0713,3.1735
"bcp_variants, score_faible","indispo, prix_premium, sans_promo",0.0878,0.728,5.9699,0.0731,3.2278
"bcp_variants, indispo, score_faible","prix_premium, sans_promo",0.0878,0.728,2.4025,0.0512,2.5622
"bcp_variants, indispo, score_faible","note_haute, prix_premium",0.0878,0.728,2.258,0.0489,2.4909
"bcp_variants, indispo, score_faible","note_haute, prix_premium, sans_promo",0.0878,0.728,2.5461,0.0533,2.625
"bcp_images, bcp_variants, prix_budget","en_promo, note_haute",0.0878,0.728,3.1086,0.0595,2.8152
"bcp_variants, score_faible","indispo, note_haute, prix_premium",0.0878,0.728,5.3245,0.0713,3.1735
"bcp_variants, score_faible","note_haute, prix_premium",0.0878,0.728,2.258,0.0489,2.4909
"bcp_images, peu_variants, prix_mid",score_bon,0.0605,0.7278,1.598,0.0226,2.0005
"bcp_images, peu_variants, prix_mid","dispo, score_bon",0.0605,0.7278,1.8407,0.0276,2.221
"dispo, peu_images","note_haute, peu_variants",0.158,0.7277,2.2095,0.0865,2.4626
"note_haute, peu_images, score_faible","dispo, sans_promo",0.091,0.7269,1.5945,0.0339,1.9926
"note_haute, peu_images, score_faible","dispo, peu_variants, sans_promo",0.091,0.7269,3.092,0.0616,2.8012
"note_haute, peu_images, score_faible","dispo, peu_variants",0.091,0.7269,2.1383,0.0484,2.4172
"bcp_variants, dispo, en_promo, prix_budget, score_excellent","bcp_images, note_haute",0.0688,0.7268,1.4748,0.0222,1.8566
"bcp_variants, en_promo, prix_budget, score_excellent","bcp_images, note_haute",0.0688,0.7268,1.4748,0.0222,1.8566
"en_promo, note_haute, prix_budget, score_excellent","bcp_images, bcp_variants, dispo",0.0688,0.7268,1.9794,0.0341,2.3165
"bcp_variants, en_promo, prix_budget, score_excellent","bcp_images, dispo, note_haute",0.0688,0.7268,2.1351,0.0366,2.4145
"dispo, en_promo, note_haute, prix_budget, score_excellent","bcp_images, bcp_variants",0.0688,0.7268,1.3695,0.0186,1.7179
"en_promo, note_haute, prix_budget, score_excellent","bcp_images, bcp_variants",0.0688,0.7268,1.3695,0.0186,1.7179
"bcp_variants, prix_mid, score_bon","bcp_images, sans_promo",0.0614,0.7268,1.5814,0.0226,1.9779
"indispo, note_haute, score_faible","bcp_images, sans_promo",0.1081,0.7267,1.5812,0.0397,1.9774
"bcp_images, en_promo, note_moyenne",bcp_variants,0.0822,0.7265,1.2454,0.0162,1.5235
"indispo, prix_premium","bcp_images, score_faible",0.0993,0.7264,4.6388,0.0779,3.0821
"indispo, note_haute, prix_premium","bcp_images, score_faible",0.0993,0.7264,4.6388,0.0779,3.0821
"indispo, prix_premium","bcp_images, note_haute, score_faible",0.0993,0.7264,6.3409,0.0836,3.2357
"indispo, score_faible","bcp_images, sans_promo",0.1409,0.7262,1.5801,0.0517,1.9737
"bcp_variants, dispo, en_promo, note_moyenne","prix_mid, score_excellent",0.0527,0.7261,11.9094,0.0482,3.4286
"note_haute, peu_variants, prix_budget, sans_promo",score_faible,0.0942,0.726,2.433,0.0555,2.5604
"bcp_images, indispo, score_faible","bcp_variants, sans_promo",0.1113,0.7259,2.0148,0.0561,2.3339
"bcp_images, dispo, note_moyenne, sans_promo",score_bon,0.0661,0.7259,1.5939,0.0246,1.9867
"bcp_variants, prix_mid","bcp_images, dispo",0.1247,0.7258,1.3724,0.0338,1.7182
"note_haute, prix_budget, sans_promo","dispo, peu_variants",0.121,0.7258,2.1349,0.0643,2.4068
"bcp_images, score_faible",bcp_variants,0.1136,0.7257,1.2439,0.0223,1.5187
"bcp_images, score_faible","bcp_variants, indispo",0.1136,0.7257,4.0913,0.0859,2.9986
"prix_budget, sans_promo","note_haute, peu_images",0.1233,0.7255,3.1229,0.0838,2.797
"dispo, peu_images, peu_variants","note_haute, sans_promo",0.1293,0.7254,1.4774,0.0418,1.8536
"peu_variants, prix_budget, sans_promo",score_faible,0.0952,0.7254,2.4309,0.056,2.5546
"bcp_variants, dispo, note_haute, sans_promo",prix_premium,0.1048,0.7252,2.1048,0.055,2.3855
"bcp_images, note_haute, prix_premium","bcp_variants, sans_promo",0.2023,0.7252,2.0128,0.1018,2.3277
"dispo, peu_images, sans_promo",prix_budget,0.1145,0.7251,1.9334,0.0553,2.2737
"note_haute, sans_promo, score_bon","bcp_images, dispo",0.1654,0.7247,1.3703,0.0447,1.7113
"prix_premium, sans_promo","bcp_images, bcp_variants",0.2194,0.7241,1.3644,0.0586,1.7008
"en_promo, prix_budget, score_bon",peu_variants,0.0702,0.7238,1.7373,0.0298,2.1122
"dispo, peu_variants, prix_mid","bcp_images, score_bon",0.0605,0.7238,1.9961,0.0302,2.3074
"prix_budget, score_excellent","bcp_images, dispo",0.0762,0.7237,1.3684,0.0205,1.705
"en_promo, note_haute, prix_budget, score_bon",peu_variants,0.0665,0.7236,1.7368,0.0282,2.1107
"note_moyenne, sans_promo","bcp_images, prix_mid",0.1099,0.7234,2.9165,0.0722,2.7186
"bcp_variants, prix_budget","en_promo, note_haute",0.1159,0.7233,3.0888,0.0784,2.7681
"bcp_variants, indispo, note_haute","bcp_images, prix_premium, sans_promo",0.1002,0.7233,2.6408,0.0623,2.6244
"indispo, prix_premium","bcp_images, note_haute, sans_promo, score_faible",0.0988,0.723,6.689,0.0841,3.2196
"indispo, prix_premium","bcp_images, sans_promo, score_faible",0.0988,0.723,5.0168,0.0791,3.0896
"indispo, note_haute, prix_premium","bcp_images, sans_promo, score_faible",0.0988,0.723,5.0168,0.0791,3.0896
bcp_images,bcp_variants,0.5307,0.7226,1.2387,0.1023,1.5021
"bcp_variants, en_promo","bcp_images, dispo",0.1612,0.7226,1.3663,0.0432,1.6982
"dispo, note_haute, score_excellent",en_promo,0.1155,0.7225,2.0237,0.0584,2.3173
"note_haute, score_excellent",en_promo,0.1155,0.7225,2.0237,0.0584,2.3173
"note_haute, score_excellent","dispo, en_promo",0.1155,0.7225,2.4909,0.0691,2.5587
"bcp_variants, en_promo, prix_budget","bcp_images, note_haute",0.0878,0.7224,1.4659,0.0279,1.8272
"bcp_variants, note_moyenne, prix_mid","bcp_images, dispo",0.1141,0.7222,1.3656,0.0305,1.6961
"bcp_variants, score_excellent","dispo, en_promo",0.1727,0.722,2.4891,0.1033,2.5538
"bcp_variants, score_excellent",en_promo,0.1727,0.722,2.0222,0.0873,2.3129
"bcp_variants, dispo, score_excellent",en_promo,0.1727,0.722,2.0222,0.0873,2.3129
"peu_images, sans_promo, score_faible","dispo, note_haute, peu_variants",0.091,0.7216,2.639,0.0565,2.6099
"peu_images, sans_promo, score_faible","dispo, note_haute",0.091,0.7216,1.3597,0.0241,1.6857
"bcp_variants, dispo, prix_budget","note_haute, score_excellent",0.0933,0.7214,4.5141,0.0726,3.016
"peu_images, peu_variants, sans_promo, score_faible","dispo, prix_budget",0.0859,0.7209,2.2202,0.0472,2.4198
"bcp_images, dispo, en_promo, note_moyenne",bcp_variants,0.0702,0.7204,1.2349,0.0134,1.49
"indispo, note_haute, prix_premium, sans_promo","bcp_variants, score_faible",0.0878,0.7197,5.9699,0.0731,3.1375
"indispo, prix_premium, sans_promo","bcp_variants, note_haute, score_faible",0.0878,0.7197,7.4911,0.076,3.2248
"indispo, prix_premium, sans_promo","bcp_variants, score_faible",0.0878,0.7197,5.9699,0.0731,3.1375
"bcp_images, prix_mid, sans_promo, score_bon",note_moyenne,0.0674,0.7192,2.617,0.0417,2.5826
"bcp_variants, dispo, en_promo, prix_budget","bcp_images, note_haute",0.0697,0.719,1.459,0.0219,1.8051
"bcp_images, bcp_variants, indispo, note_haute",score_faible,0.091,0.719,2.4096,0.0532,2.4967
"bcp_images, bcp_variants, indispo, note_haute","sans_promo, score_faible",0.091,0.719,2.6608,0.0568,2.5969
"note_haute, peu_variants, prix_budget, sans_promo","peu_images, score_faible",0.0933,0.7189,5.0695,0.0749,3.0526
"bcp_variants, indispo, sans_promo, score_faible","bcp_images, note_haute, prix_premium",0.085,0.7188,2.5763,0.052,2.5636
"bcp_variants, sans_promo, score_faible","bcp_images, note_haute, prix_premium",0.085,0.7188,2.5763,0.052,2.5636
"bcp_variants, sans_promo, score_faible","bcp_images, indispo, note_haute, prix_premium",0.085,0.7188,6.2244,0.0713,3.145
"bcp_variants, sans_promo, score_faible","bcp_images, prix_premium",0.085,0.7188,2.3866,0.0494,2.4848
"bcp_variants, sans_promo, score_faible","bcp_images, indispo, prix_premium",0.085,0.7188,6.2244,0.0713,3.145
"bcp_variants, indispo, sans_promo, score_faible","bcp_images, prix_premium",0.085,0.7188,2.3866,0.0494,2.4848
"bcp_variants, indispo, sans_promo","bcp_images, prix_premium",0.1002,0.7185,2.386,0.0582,2.483
"bcp_variants, indispo, sans_promo","bcp_images, note_haute, prix_premium",0.1002,0.7185,2.5756,0.0613,2.5617
"peu_variants, prix_budget, sans_promo","peu_images, score_faible",0.0942,0.7183,5.0656,0.0756,3.0466
"peu_variants, prix_budget, sans_promo","note_haute, score_faible",0.0942,0.7183,2.9964,0.0628,2.699
"indispo, note_haute, sans_promo","bcp_variants, prix_premium",0.1035,0.7179,2.8573,0.0673,2.6546
"prix_budget, sans_promo","dispo, peu_variants",0.1219,0.7174,2.1103,0.0642,2.3355
"peu_images, peu_variants, sans_promo, score_faible","dispo, note_haute, prix_budget",0.0855,0.7171,2.3102,0.0485,2.4372
"note_moyenne, score_excellent","bcp_variants, en_promo",0.0619,0.7166,3.212,0.0426,2.7412
"note_moyenne, score_excellent","bcp_variants, dispo, en_promo",0.0619,0.7166,3.8688,0.0459,2.8748
"dispo, note_moyenne, score_excellent","bcp_variants, en_promo",0.0619,0.7166,3.212,0.0426,2.7412
peu_images,"dispo, note_haute",0.1903,0.7165,1.3501,0.0493,1.6554
"dispo, peu_images, sans_promo","note_haute, prix_budget",0.1132,0.7164,1.9884,0.0563,2.2555
"bcp_variants, en_promo, note_moyenne","bcp_images, dispo, prix_mid",0.0605,0.7158,3.7893,0.0445,2.8544
"peu_variants, sans_promo","dispo, note_haute",0.2023,0.7157,1.3485,0.0523,1.6506
"dispo, note_haute, prix_budget, score_excellent","bcp_images, bcp_variants",0.0697,0.7156,1.3484,0.018,1.6503
"note_haute, prix_budget, score_excellent","bcp_images, bcp_variants",0.0697,0.7156,1.3484,0.018,1.6503
"note_haute, prix_budget, score_excellent","bcp_images, bcp_variants, dispo",0.0697,0.7156,1.9489,0.034,2.2253
"en_promo, note_haute, score_bon",peu_variants,0.0697,0.7156,1.7177,0.0291,2.0515
"bcp_images, dispo, note_haute, prix_premium, sans_promo",bcp_variants,0.1021,0.7152,1.226,0.0188,1.4629
"bcp_images, dispo, note_haute, prix_premium, sans_promo",score_bon,0.1021,0.7152,1.5704,0.0371,1.9122
peu_images,prix_budget,0.1898,0.7148,1.9058,0.0902,2.1911
"bcp_variants, prix_budget","bcp_images, note_haute",0.1145,0.7147,1.4502,0.0356,1.7776
"bcp_variants, note_haute, score_excellent","dispo, en_promo",0.1109,0.7143,2.4625,0.0658,2.4848
"bcp_variants, note_haute, score_excellent",en_promo,0.1109,0.7143,2.0006,0.0554,2.2503
"bcp_variants, dispo, note_moyenne, score_excellent","bcp_images, en_promo",0.06,0.7143,2.599,0.0369,2.5381
"bcp_images, note_moyenne, prix_mid, sans_promo",bcp_variants,0.0785,0.7143,1.2244,0.0144,1.4582
"bcp_variants, dispo, note_haute, score_excellent",en_promo,0.1109,0.7143,2.0006,0.0554,2.2503
"bcp_variants, note_moyenne, score_excellent","bcp_images, dispo, en_promo",0.06,0.7143,3.0929,0.0406,2.6917
"bcp_variants, dispo, prix_budget","bcp_images, note_haute",0.0924,0.7143,1.4493,0.0286,1.7751
"bcp_variants, note_moyenne, score_excellent","bcp_images, en_promo",0.06,0.7143,2.599,0.0369,2.5381
"bcp_images, bcp_variants, en_promo, prix_mid",score_excellent,0.0531,0.7143,2.9014,0.0348,2.6383
"indispo, note_haute, score_faible","prix_premium, sans_promo",0.1062,0.7143,2.3574,0.0612,2.4395
"bcp_images, bcp_variants, en_promo, prix_mid","dispo, score_excellent",0.0531,0.7143,2.9014,0.0348,2.6383
"dispo, peu_variants, prix_budget",peu_images,0.1395,0.7139,2.6882,0.0876,2.5674
"bcp_images, dispo, note_moyenne, prix_mid",bcp_variants,0.1141,0.7139,1.2237,0.0209,1.4561
"bcp_variants, dispo, prix_premium","note_haute, sans_promo",0.1048,0.7138,1.4539,0.0327,1.7787
"indispo, note_haute, sans_promo, score_faible","bcp_images, bcp_variants",0.091,0.7138,1.3449,0.0233,1.6395
"bcp_variants, indispo","bcp_images, note_haute",0.1266,0.7135,1.4478,0.0391,1.7704
"bcp_images, peu_variants, score_bon","dispo, note_haute",0.1127,0.7135,1.3443,0.0289,1.6377
"bcp_variants, en_promo, prix_mid",score_excellent,0.054,0.7134,2.8978,0.0354,2.6303
"bcp_variants, en_promo, prix_mid","dispo, score_excellent",0.054,0.7134,2.8978,0.0354,2.6303
"bcp_variants, dispo, en_promo, note_moyenne","bcp_images, prix_mid, score_excellent",0.0517,0.7134,11.8805,0.0474,3.2794
"bcp_images, bcp_variants, en_promo, note_moyenne, prix_mid","dispo, score_excellent",0.0517,0.7134,2.8977,0.0339,2.63
"bcp_images, bcp_variants, en_promo, note_moyenne, prix_mid",score_excellent,0.0517,0.7134,2.8977,0.0339,2.63
"peu_images, score_faible","dispo, peu_variants, sans_promo",0.1012,0.7134,3.0342,0.0678,2.6684
"peu_images, score_faible","dispo, sans_promo",0.1012,0.7134,1.5648,0.0365,1.8982
"peu_images, score_faible","dispo, peu_variants",0.1012,0.7134,2.0984,0.0529,2.3027
"bcp_images, note_haute",bcp_variants,0.3515,0.7132,1.2226,0.064,1.4528
"indispo, sans_promo, score_faible",bcp_variants,0.1182,0.7131,1.2224,0.0215,1.4521
"dispo, peu_variants, prix_mid",note_moyenne,0.0596,0.7127,2.5933,0.0366,2.5242
"dispo, note_haute, prix_premium, sans_promo",score_bon,0.1169,0.7127,1.5649,0.0422,1.8953
"indispo, note_haute",bcp_variants,0.1386,0.7126,1.2215,0.0251,1.4496
"bcp_variants, en_promo, note_moyenne, prix_mid",score_excellent,0.0527,0.7125,2.8941,0.0345,2.6219
"bcp_variants, en_promo, note_moyenne, prix_mid","dispo, score_excellent",0.0527,0.7125,2.8941,0.0345,2.6219
"bcp_images, note_moyenne, sans_promo, score_bon","bcp_variants, dispo",0.0503,0.7124,1.7547,0.0217,2.0655
"dispo, en_promo, prix_budget, score_excellent","bcp_images, bcp_variants",0.0721,0.7123,1.3422,0.0184,1.6313
"en_promo, prix_budget, score_excellent","bcp_images, bcp_variants",0.0721,0.7123,1.3422,0.0184,1.6313
"en_promo, prix_budget, score_excellent","bcp_images, bcp_variants, dispo",0.0721,0.7123,1.9399,0.0349,2.1997
"prix_budget, sans_promo","dispo, note_haute, peu_variants",0.121,0.712,2.6037,0.0745,2.5224
"bcp_images, note_moyenne, score_excellent",prix_mid,0.0582,0.7119,2.539,0.0353,2.4975
"bcp_images, note_moyenne, score_excellent","bcp_variants, prix_mid",0.0582,0.7119,4.143,0.0442,2.8743
"bcp_images, bcp_variants, dispo, note_moyenne, score_excellent",prix_mid,0.0582,0.7119,2.539,0.0353,2.4975
"bcp_images, dispo, note_moyenne, score_excellent","bcp_variants, prix_mid",0.0582,0.7119,4.143,0.0442,2.8743
"bcp_images, dispo, note_moyenne, score_excellent",prix_mid,0.0582,0.7119,2.539,0.0353,2.4975
"bcp_images, bcp_variants, note_moyenne, score_excellent",prix_mid,0.0582,0.7119,2.539,0.0353,2.4975
"bcp_images, note_moyenne, score_excellent","bcp_variants, dispo, prix_mid",0.0582,0.7119,5.4846,0.0476,3.0201
"bcp_images, bcp_variants, note_moyenne, score_excellent","dispo, prix_mid",0.0582,0.7119,3.3359,0.0408,2.73
"bcp_images, note_moyenne, score_excellent","dispo, prix_mid",0.0582,0.7119,3.3359,0.0408,2.73
prix_premium,"bcp_images, bcp_variants",0.2453,0.7118,1.3412,0.0624,1.6283
"bcp_images, bcp_variants, note_haute, score_bon","dispo, sans_promo",0.0924,0.7117,1.5612,0.0332,1.8876
"note_haute, peu_images, peu_variants, score_faible","dispo, prix_budget",0.0855,0.7115,2.1913,0.0465,2.341
"note_haute, peu_images, peu_variants, score_faible","dispo, prix_budget, sans_promo",0.0855,0.7115,4.6122,0.0669,2.9319
"peu_images, score_bon","note_haute, peu_variants",0.0661,0.7114,2.1603,0.0355,2.3242
"peu_variants, prix_budget, sans_promo","note_haute, peu_images, score_faible",0.0933,0.7113,5.6823,0.0769,3.0299
"bcp_images, score_faible","bcp_variants, sans_promo",0.1113,0.7109,1.9732,0.0549,2.2129
"bcp_images, score_faible","bcp_variants, indispo, sans_promo",0.1113,0.7109,5.0965,0.0895,2.9767
"peu_images, peu_variants, sans_promo",prix_budget,0.1145,0.7106,1.8946,0.0541,2.1595
"note_haute, prix_premium",bcp_variants,0.2291,0.7106,1.2181,0.041,1.4396
"en_promo, note_moyenne","bcp_images, dispo, prix_mid",0.0873,0.7105,3.7611,0.0641,2.8019
"bcp_variants, prix_mid, score_bon","dispo, note_moyenne",0.06,0.7104,3.3004,0.0419,2.7096
"bcp_variants, en_promo, note_moyenne","bcp_images, dispo, score_excellent",0.06,0.7104,3.3004,0.0419,2.7096
"bcp_variants, prix_mid, score_bon","dispo, sans_promo",0.06,0.7104,1.5582,0.0215,1.8787
"bcp_variants, en_promo, note_moyenne","bcp_images, score_excellent",0.06,0.7104,3.3004,0.0419,2.7096
"note_moyenne, sans_promo, score_bon","bcp_variants, prix_mid",0.0554,0.7101,4.1325,0.042,2.8564
"bcp_images, dispo, prix_budget","en_promo, note_haute",0.1095,0.7096,3.0301,0.0733,2.6369
